win_rate,win_rate_percent,attendance,,,total_homegame_attendance,year,,,win_rate,win_rate_percent,year,,,attendance,win_rate,win_rate_percent,team,,NYA,2006902,1950,1930529,1951,-76373,,,,,,,
0.47,46.9,1070387,,,,,,,0.564935065,56.5,1952,,,,,,,,,,,,,,,,,,,,
0.47,46.9,1078800,,,,,,,0.270967742,27.1,1952,,,,,,,,,,,,,,,,,,,,
0.47,46.9,1161682,,,,,,,0.412903226,41.3,1952,,,,,,,,,,,,,,,,,,,,
0.47,46.9,1224274,,,,,,,0.571428571,57.1,1952,,,,,,,,,,,,,,,,,,,,
0.47,46.9,1261216,,,,,,,0.496815287,49.7,1952,,,,,,,,,,,,,,,,,,,,
0.47,46.9,1314646,,,,,,,0.549019608,54.9,1953,,,,,,,,,,,,,,,,,,,,
0.47,46.9,1427181,,,,,,,0.677419355,67.7,1953,,,,,,,,,,,,,,,,,,,,
0.47,46.9,1581093,,,,,,,0.570512821,57.1,1953,,,,,,,,,,,,,,,,,,,,
0.47,46.9,1627777,,,,,,,0.419354839,41.9,1953,,,,,,,,,,,,,,,,,,,,
0.47,46.9,1748737,,,,,,,0.438709677,43.9,1953,,,,,,,,,,,,,,,,,,,,
0.47,46.9,1755810,,,,,,,0.593548387,59.4,1953,,,,,,,,,,,,,,,,,,,,
0.47,46.9,1790058,,,,,,,0.379746835,38.0,1953,,,,,,,,,,,,,,,,,,,,
0.47,46.9,1920997,,,,,,,0.585987261,58.6,1953,,,,,,,,,,,,,,,,,,,,
0.47,46.9,1921844,,,,,,,0.451612903,45.2,1953,,,,,,,,,,,,,,,,,,,,
0.47,46.9,2011901,,,,,,,0.655629139,65.6,1953,,,,,,,,,,,,,,,,,,,,
0.47,46.9,2091005,,,,,,,0.375796178,37.6,1953,,,,,,,,,,,,,,,,,,,,
0.47,46.9,2104560,,,,,,,0.532051282,53.2,1953,,,,,,,,,,,,,,,,,,,,
0.47,46.9,2123721,,,,,,,0.324675325,32.5,1953,,,,,,,,,,,,,,,,,,,,
0.47,46.9,2166691,,,,,,,0.350649351,35.1,1953,,,,,,,,,,,,,,,,,,,,
0.47,46.9,2177908,,,,,,,0.52866242,52.9,1953,,,,,,,,,,,,,,,,,,,,
0.47,46.9,2193581,,,,,,,0.5,50.0,1953,,,,,,,,,,,,,,,,,,,,
0.47,46.9,2219110,,,,,,,0.350649351,35.1,1954,,,,,,,,,,,,,,,,,,,,
0.47,46.9,2287250,,,,,,,0.442307692,44.2,1954,,,,,,,,,,,,,,,,,,,,
0.47,46.9,2320764,,,,,,,0.597402597,59.7,1954,,,,,,,,,,,,,,,,,,,,
0.47,46.9,2331490,,,,,,,0.606451613,60.6,1954,,,,,,,,,,,,,,,,,,,,
0.47,46.9,2423142,,,,,,,0.415584416,41.6,1954,,,,,,,,,,,,,,,,,,,,
0.47,46.9,2476664,,,,,,,0.480519481,48.1,1954,,,,,,,,,,,,,,,,,,,,
0.47,46.9,2589317,,,,,,,0.711538462,71.2,1954,,,,,,,,,,,,,,,,,,,,
0.47,46.9,2892089,,,,,,,0.438709677,43.9,1954,,,,,,,,,,,,,,,,,,,,
0.47,46.9,3326796,,,,,,,0.577922078,57.8,1954,,,,,,,,,,,,,,,,,,,,
0.47,47.0,1775541,,,,,,,0.62987013,63.0,1954,,,,,,,,,,,,,,,,,,,,
0.47,47.0,2289963,,,,,,,0.664516129,66.5,1954,,,,,,,,,,,,,,,,,,,,
0.47,47.0,317,,,,,,,0.326923077,32.7,1954,,,,,,,,,,,,,,,,,,,,
0.47,47.1,228461,,,,,,,0.487012987,48.7,1954,,,,,,,,,,,,,,,,,,,,
0.47,47.1,20157,,,,,,,0.344155844,34.4,1954,,,,,,,,,,,,,,,,,,,,
0.47,47.1,145386,,,,,,,0.467532468,46.8,1954,,,,,,,,,,,,,,,,,,,,
0.47,47.1,352550,,,,,,,0.425806452,42.6,1954,,,,,,,,,,,,,,,,,,,,
0.47,47.2,765788,,,,,,,0.365384615,36.5,1955,,,,,,,,,,,,,,,,,,,,
0.47,47.2,854902,,,,,,,0.545454545,54.5,1955,,,,,,,,,,,,,,,,,,,,
0.47,47.2,942729,,,,,,,0.636363636,63.6,1955,,,,,,,,,,,,,,,,,,,,
0.47,47.2,2035202,,,,,,,0.587096774,58.7,1955,,,,,,,,,,,,,,,,,,,,
0.47,47.2,2420997,,,,,,,0.467532468,46.8,1955,,,,,,,,,,,,,,,,,,,,
0.47,47.2,2651511,,,,,,,0.487012987,48.7,1955,,,,,,,,,,,,,,,,,,,,
0.47,47.2,3130304,,,,,,,0.603896104,60.4,1955,,,,,,,,,,,,,,,,,,,,
0.47,47.2,1362314,,,,,,,0.512987013,51.3,1955,,,,,,,,,,,,,,,,,,,,
0.47,47.2,2088534,,,,,,,0.406451613,40.6,1955,,,,,,,,,,,,,,,,,,,,
0.47,47.3,657826,,,,,,,0.551948052,55.2,1955,,,,,,,,,,,,,,,,,,,,
0.47,47.4,874658,,,,,,,0.519480519,51.9,1955,,,,,,,,,,,,,,,,,,,,
0.47,47.4,743481,,,,,,,0.623376623,62.3,1955,,,,,,,,,,,,,,,,,,,,
0.47,47.4,915332,,,,,,,0.5,50.0,1955,,,,,,,,,,,,,,,,,,,,
0.47,47.4,944204,,,,,,,0.38961039,39.0,1955,,,,,,,,,,,,,,,,,,,,
0.47,47.4,1117226,,,,,,,0.441558442,44.2,1955,,,,,,,,,,,,,,,,,,,,
0.47,47.4,678688,,,,,,,0.344155844,34.4,1955,,,,,,,,,,,,,,,,,,,,
0.47,47.5,75692,,,,,,,0.448051948,44.8,1956,,,,,,,,,,,,,,,,,,,,
0.47,47.5,13000,,,,,,,0.541935484,54.2,1956,,,,,,,,,,,,,,,,,,,,
0.48,47.5,723710,,,,,,,0.603896104,60.4,1956,,,,,,,,,,,,,,,,,,,,
0.48,47.5,745156,,,,,,,0.603896104,60.4,1956,,,,,,,,,,,,,,,,,,,,
0.48,47.5,795590,,,,,,,0.551948052,55.2,1956,,,,,,,,,,,,,,,,,,,,
0.48,47.5,1111450,,,,,,,0.382165605,38.2,1956,,,,,,,,,,,,,,,,,,,,
0.48,47.5,1174292,,,,,,,0.587096774,58.7,1956,,,,,,,,,,,,,,,,,,,,
0.48,47.5,1208070,,,,,,,0.567741935,56.8,1956,,,,,,,,,,,,,,,,,,,,
0.48,47.5,1228031,,,,,,,0.529032258,52.9,1956,,,,,,,,,,,,,,,,,,,,
0.48,47.5,1304296,,,,,,,0.337662338,33.8,1956,,,,,,,,,,,,,,,,,,,,
0.48,47.5,1315260,,,,,,,0.593548387,59.4,1956,,,,,,,,,,,,,,,,,,,,
0.48,47.5,1334627,,,,,,,0.435064935,43.5,1956,,,,,,,,,,,,,,,,,,,,
0.48,47.5,1353281,,,,,,,0.62987013,63.0,1956,,,,,,,,,,,,,,,,,,,,
0.48,47.5,1379214,,,,,,,0.461038961,46.1,1956,,,,,,,,,,,,,,,,,,,,
0.48,47.5,1446464,,,,,,,0.420382166,42.0,1956,,,,,,,,,,,,,,,,,,,,
0.48,47.5,1509714,,,,,,,0.487179487,48.7,1956,,,,,,,,,,,,,,,,,,,,
0.48,47.5,1560396,,,,,,,0.380645161,38.1,1956,,,,,,,,,,,,,,,,,,,,
0.48,47.5,1652063,,,,,,,0.493506494,49.4,1957,,,,,,,,,,,,,,,,,,,,
0.48,47.5,1677915,,,,,,,0.532467532,53.2,1957,,,,,,,,,,,,,,,,,,,,
0.48,47.5,1732283,,,,,,,0.545454545,54.5,1957,,,,,,,,,,,,,,,,,,,,
0.48,47.5,1793676,,,,,,,0.545454545,54.5,1957,,,,,,,,,,,,,,,,,,,,
0.48,47.5,1825337,,,,,,,0.580645161,58.1,1957,,,,,,,,,,,,,,,,,,,,
0.48,47.5,1992124,,,,,,,0.397435897,39.7,1957,,,,,,,,,,,,,,,,,,,,
0.48,47.5,2059331,,,,,,,0.519480519,51.9,1957,,,,,,,,,,,,,,,,,,,,
0.48,47.5,2161534,,,,,,,0.496732026,49.7,1957,,,,,,,,,,,,,,,,,,,,
0.48,47.5,2195373,,,,,,,0.506493506,50.6,1957,,,,,,,,,,,,,,,,,,,,
0.48,47.5,2198231,,,,,,,0.383116883,38.3,1957,,,,,,,,,,,,,,,,,,,,
0.48,47.5,2243394,,,,,,,0.612903226,61.3,1957,,,,,,,,,,,,,,,,,,,,
0.48,47.5,2352596,,,,,,,0.448051948,44.8,1957,,,,,,,,,,,,,,,,,,,,
0.48,47.5,2776531,,,,,,,0.636363636,63.6,1957,,,,,,,,,,,,,,,,,,,,
0.48,47.5,2923590,,,,,,,0.493589744,49.4,1957,,,,,,,,,,,,,,,,,,,,
0.48,47.5,3061094,,,,,,,0.4,40.0,1957,,,,,,,,,,,,,,,,,,,,
0.48,47.5,3098990,,,,,,,0.564935065,56.5,1957,,,,,,,,,,,,,,,,,,,,
0.48,47.5,3791276,,,,,,,0.357142857,35.7,1957,,,,,,,,,,,,,,,,,,,,
0.48,47.6,600,,,,,,,0.480519481,48.1,1958,,,,,,,,,,,,,,,,,,,,
0.48,47.6,8000,,,,,,,0.509677419,51.0,1958,,,,,,,,,,,,,,,,,,,,
0.48,47.7,649996,,,,,,,0.529032258,52.9,1958,,,,,,,,,,,,,,,,,,,,
0.48,47.7,829414,,,,,,,0.467532468,46.8,1958,,,,,,,,,,,,,,,,,,,,
0.48,47.7,892196,,,,,,,0.493506494,49.4,1958,,,,,,,,,,,,,,,,,,,,
0.48,47.7,966898,,,,,,,0.503267974,50.3,1958,,,,,,,,,,,,,,,,,,,,
0.48,47.8,636683,,,,,,,0.5,50.0,1958,,,,,,,,,,,,,,,,,,,,
0.48,47.8,1103302,,,,,,,0.467948718,46.8,1958,,,,,,,,,,,,,,,,,,,,
0.48,47.8,737156,,,,,,,0.461038961,46.1,1958,,,,,,,,,,,,,,,,,,,,
0.48,47.8,10000,,,,,,,0.597402597,59.7,1958,,,,,,,,,,,,,,,,,,,,
0.48,47.8,67000,,,,,,,0.593548387,59.4,1958,,,,,,,,,,,,,,,,,,,,
0.48,47.8,769206,,,,,,,0.448051948,44.8,1958,,,,,,,,,,,,,,,,,,,,
0.48,47.8,1265041,,,,,,,0.545454545,54.5,1958,,,,,,,,,,,,,,,,,,,,
0.48,47.8,1351971,,,,,,,0.519480519,51.9,1958,,,,,,,,,,,,,,,,,,,,
0.48,47.8,1704317,,,,,,,0.467532468,46.8,1958,,,,,,,,,,,,,,,,,,,,
0.48,47.8,2263729,,,,,,,0.391025641,39.1,1958,,,,,,,,,,,,,,,,,,,,
0.48,47.8,2907949,,,,,,,0.477419355,47.7,1959,,,,,,,,,,,,,,,,,,,,
0.48,47.9,25000,,,,,,,0.487012987,48.7,1959,,,,,,,,,,,,,,,,,,,,
0.48,47.9,1273186,,,,,,,0.602564103,60.3,1959,,,,,,,,,,,,,,,,,,,,
0.48,47.9,2048588,,,,,,,0.477419355,47.7,1959,,,,,,,,,,,,,,,,,,,,
0.48,48.0,340009,,,,,,,0.480519481,48.1,1959,,,,,,,,,,,,,,,,,,,,
0.48,48.0,41000,,,,,,,0.577922078,57.8,1959,,,,,,,,,,,,,,,,,,,,
0.48,48.1,116000,,,,,,,0.493506494,49.4,1959,,,,,,,,,,,,,,,,,,,,
0.48,48.1,369000,,,,,,,0.428571429,42.9,1959,,,,,,,,,,,,,,,,,,,,
0.48,48.1,474862,,,,,,,0.564102564,56.4,1959,,,,,,,,,,,,,,,,,,,,
0.48,48.1,542565,,,,,,,0.547770701,54.8,1959,,,,,,,,,,,,,,,,,,,,
0.48,48.1,722881,,,,,,,0.509677419,51.0,1959,,,,,,,,,,,,,,,,,,,,
0.48,48.1,801299,,,,,,,0.412903226,41.3,1959,,,,,,,,,,,,,,,,,,,,
0.48,48.1,825765,,,,,,,0.503225806,50.3,1959,,,,,,,,,,,,,,,,,,,,
0.48,48.1,111700,,,,,,,0.538961039,53.9,1959,,,,,,,,,,,,,,,,,,,,
0.48,48.1,406148,,,,,,,0.461038961,46.1,1959,,,,,,,,,,,,,,,,,,,,
0.48,48.1,1196894,,,,,,,0.409090909,40.9,1959,,,,,,,,,,,,,,,,,,,,
0.48,48.1,2311520,,,,,,,0.577922078,57.8,1960,,,,,,,,,,,,,,,,,,,,
0.48,48.1,2943833,,,,,,,0.422077922,42.2,1960,,,,,,,,,,,,,,,,,,,,
0.48,48.1,54986,,,,,,,0.564935065,56.5,1960,,,,,,,,,,,,,,,,,,,,
0.48,48.1,1044041,,,,,,,0.384615385,38.5,1960,,,,,,,,,,,,,,,,,,,,
0.48,48.1,1132362,,,,,,,0.435064935,43.5,1960,,,,,,,,,,,,,,,,,,,,
0.48,48.1,1133010,,,,,,,0.493506494,49.4,1960,,,,,,,,,,,,,,,,,,,,
0.48,48.1,1165120,,,,,,,0.461038961,46.1,1960,,,,,,,,,,,,,,,,,,,,
0.48,48.1,1275908,,,,,,,0.374193548,37.4,1960,,,,,,,,,,,,,,,,,,,,
0.48,48.1,1421790,,,,,,,0.532467532,53.2,1960,,,,,,,,,,,,,,,,,,,,
0.48,48.1,1437446,,,,,,,0.571428571,57.1,1960,,,,,,,,,,,,,,,,,,,,
0.48,48.1,1507166,,,,,,,0.625806452,62.6,1960,,,,,,,,,,,,,,,,,,,,
0.48,48.1,1638170,,,,,,,0.383116883,38.3,1960,,,,,,,,,,,,,,,,,,,,
0.48,48.1,1746293,,,,,,,0.612903226,61.3,1960,,,,,,,,,,,,,,,,,,,,
0.48,48.1,1747919,,,,,,,0.506410256,50.6,1960,,,,,,,,,,,,,,,,,,,,
0.48,48.1,1780794,,,,,,,0.55483871,55.5,1960,,,,,,,,,,,,,,,,,,,,
0.48,48.1,1855775,,,,,,,0.474025974,47.4,1960,,,,,,,,,,,,,,,,,,,,
0.48,48.1,1998070,,,,,,,0.582822086,58.3,1961,,,,,,,,,,,,,,,,,,,,
0.48,48.1,2049958,,,,,,,0.466257669,46.6,1961,,,,,,,,,,,,,,,,,,,,
0.48,48.1,2126720,,,,,,,0.527607362,52.8,1961,,,,,,,,,,,,,,,,,,,,
0.48,48.1,2223602,,,,,,,0.41025641,41.0,1961,,,,,,,,,,,,,,,,,,,,
0.48,48.1,2231649,,,,,,,0.603896104,60.4,1961,,,,,,,,,,,,,,,,,,,,
0.48,48.1,2249201,,,,,,,0.48447205,48.4,1961,,,,,,,,,,,,,,,,,,,,
0.48,48.1,2480717,,,,,,,0.619631902,62.0,1961,,,,,,,,,,,,,,,,,,,,
0.48,48.1,2744013,,,,,,,0.37654321,37.7,1961,,,,,,,,,,,,,,,,,,,,
