win_rate,win_rate_percent,attendance,,,total_homegame_attendance,year,,,win_rate,win_rate_percent,year,,,attendance,win_rate,win_rate_percent,team,,NYA,2006902,1950,1930529,1951,-76373,,,,,,,
0.55,55.2,1024783,,,,,,,0.586419753,58.6,1993,,,,,,,,,,,,,,,,,,,,
0.55,55.2,1970212,,,,,,,0.596491228,59.6,1994,,,,,,,,,,,,,,,,,,,,
0.55,55.2,916743,,,,,,,0.5625,56.3,1994,,,,,,,,,,,,,,,,,,,,
0.55,55.2,1604431,,,,,,,0.469565217,47.0,1994,,,,,,,,,,,,,,,,,,,,
0.55,55.2,2128345,,,,,,,0.408695652,40.9,1994,,,,,,,,,,,,,,,,,,,,
0.55,55.2,2376250,,,,,,,0.592920354,59.3,1994,,,,,,,,,,,,,,,,,,,,
0.55,55.2,2623000,,,,,,,0.433628319,43.4,1994,,,,,,,,,,,,,,,,,,,,
0.55,55.2,2889040,,,,,,,0.573913043,57.4,1994,,,,,,,,,,,,,,,,,,,,
0.55,55.3,989000,,,,,,,0.584070796,58.4,1994,,,,,,,,,,,,,,,,,,,,
0.55,55.3,50159,,,,,,,0.452991453,45.3,1994,,,,,,,,,,,,,,,,,,,,
0.55,55.4,57730,,,,,,,0.460869565,46.1,1994,,,,,,,,,,,,,,,,,,,,
0.55,55.4,54700,,,,,,,0.443478261,44.3,1994,,,,,,,,,,,,,,,,,,,,
0.55,55.4,449880,,,,,,,0.573913043,57.4,1994,,,,,,,,,,,,,,,,,,,,
0.55,55.5,1321222,,,,,,,0.556521739,55.7,1994,,,,,,,,,,,,,,,,,,,,
0.55,55.5,113612,,,,,,,0.50877193,50.9,1994,,,,,,,,,,,,,,,,,,,,
0.55,55.5,326000,,,,,,,0.460869565,46.1,1994,,,,,,,,,,,,,,,,,,,,
0.55,55.5,570313,,,,,,,0.469026549,46.9,1994,,,,,,,,,,,,,,,,,,,,
0.55,55.5,974000,,,,,,,0.649122807,64.9,1994,,,,,,,,,,,,,,,,,,,,
0.55,55.5,1096272,,,,,,,0.619469027,61.9,1994,,,,,,,,,,,,,,,,,,,,
0.55,55.5,1481259,,,,,,,0.486725664,48.7,1994,,,,,,,,,,,,,,,,,,,,
0.56,55.6,42310,,,,,,,0.447368421,44.7,1994,,,,,,,,,,,,,,,,,,,,
0.56,55.6,836662,,,,,,,0.469565217,47.0,1994,,,,,,,,,,,,,,,,,,,,
0.56,55.6,873603,,,,,,,0.464912281,46.5,1994,,,,,,,,,,,,,,,,,,,,
0.56,55.6,994500,,,,,,,0.401709402,40.2,1994,,,,,,,,,,,,,,,,,,,,
0.56,55.6,1119834,,,,,,,0.4375,43.8,1994,,,,,,,,,,,,,,,,,,,,
0.56,55.6,1503544,,,,,,,0.47826087,47.8,1994,,,,,,,,,,,,,,,,,,,,
0.56,55.6,1534663,,,,,,,0.460869565,46.1,1994,,,,,,,,,,,,,,,,,,,,
0.56,55.6,1559681,,,,,,,0.456140351,45.6,1994,,,,,,,,,,,,,,,,,,,,
0.56,55.6,1584063,,,,,,,0.47826087,47.8,1994,,,,,,,,,,,,,,,,,,,,
0.56,55.6,1679160,,,,,,,0.625,62.5,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,1680296,,,,,,,0.493055556,49.3,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,1696583,,,,,,,0.597222222,59.7,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,1829481,,,,,,,0.537931034,53.8,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,1917863,,,,,,,0.468965517,46.9,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,1946011,,,,,,,0.506944444,50.7,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,2131774,,,,,,,0.590277778,59.0,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,2185122,,,,,,,0.694444444,69.4,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,2268186,,,,,,,0.534722222,53.5,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,2279464,,,,,,,0.416666667,41.7,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,2315946,,,,,,,0.468531469,46.9,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,2316507,,,,,,,0.527777778,52.8,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,2482188,,,,,,,0.486111111,48.6,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,2492101,,,,,,,0.541666667,54.2,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,2505171,,,,,,,0.451388889,45.1,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,2521534,,,,,,,0.388888889,38.9,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,2567787,,,,,,,0.458333333,45.8,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,2569753,,,,,,,0.544827586,54.5,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,2582409,,,,,,,0.479166667,47.9,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,2917209,,,,,,,0.465277778,46.5,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,2957414,,,,,,,0.479166667,47.9,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,3054001,,,,,,,0.402777778,40.3,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,3068908,,,,,,,0.486111111,48.6,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,3093954,,,,,,,0.544827586,54.5,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,3188454,,,,,,,0.465277778,46.5,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,3197054,,,,,,,0.433566434,43.4,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,3311000,,,,,,,0.513888889,51.4,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,3456278,,,,,,,0.388888889,38.9,1995,,,,,,,,,,,,,,,,,,,,
0.56,55.6,3540649,,,,,,,0.592592593,59.3,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.6,2543848,,,,,,,0.539877301,54.0,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.7,1400581,,,,,,,0.524691358,52.5,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.7,81028,,,,,,,0.434782609,43.5,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.8,756890,,,,,,,0.524691358,52.5,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.8,1435640,,,,,,,0.469135802,46.9,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.8,1458411,,,,,,,0.5,50.0,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.8,3178273,,,,,,,0.614906832,61.5,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.8,3509313,,,,,,,0.512345679,51.2,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.8,6000,,,,,,,0.327160494,32.7,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.8,315000,,,,,,,0.49382716,49.4,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.8,320867,,,,,,,0.50617284,50.6,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.8,336000,,,,,,,0.465838509,46.6,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.8,411000,,,,,,,0.555555556,55.6,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.8,463000,,,,,,,0.49382716,49.4,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.8,1056046,,,,,,,0.481481481,48.1,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.8,1308561,,,,,,,0.543209877,54.3,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.9,1033755,,,,,,,0.567901235,56.8,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.9,2356933,,,,,,,0.438271605,43.8,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.9,34000,,,,,,,0.481481481,48.1,1996,,,,,,,,,,,,,,,,,,,,
0.56,55.9,124000,,,,,,,0.481481481,48.1,1996,,,,,,,,,,,,,,,,,,,,
0.56,56.1,51150,,,,,,,0.413580247,41.4,1996,,,,,,,,,,,,,,,,,,,,
0.56,56.1,26684,,,,,,,0.450617284,45.1,1996,,,,,,,,,,,,,,,,,,,,
0.56,56.1,6775,,,,,,,0.561728395,56.2,1996,,,,,,,,,,,,,,,,,,,,
0.56,56.1,7311,,,,,,,0.561728395,56.2,1996,,,,,,,,,,,,,,,,,,,,
0.56,56.1,15000,,,,,,,0.527950311,52.8,1996,,,,,,,,,,,,,,,,,,,,
0.56,56.1,283105,,,,,,,0.419753086,42.0,1996,,,,,,,,,,,,,,,,,,,,
0.56,56.1,424939,,,,,,,0.543209877,54.3,1996,,,,,,,,,,,,,,,,,,,,
0.56,56.1,1069629,,,,,,,0.552147239,55.2,1996,,,,,,,,,,,,,,,,,,,,
0.56,56.1,1828193,,,,,,,0.456790123,45.7,1996,,,,,,,,,,,,,,,,,,,,
0.56,56.2,67382,,,,,,,0.518518519,51.9,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,876084,,,,,,,0.62345679,62.3,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,962620,,,,,,,0.604938272,60.5,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,1151805,,,,,,,0.481481481,48.1,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,1242500,,,,,,,0.49689441,49.7,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,1303214,,,,,,,0.419753086,42.0,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,1529188,,,,,,,0.469135802,46.9,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,1591037,,,,,,,0.534161491,53.4,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,1850324,,,,,,,0.512345679,51.2,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,1908784,,,,,,,0.487654321,48.8,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,2060550,,,,,,,0.567901235,56.8,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,2140536,,,,,,,0.518518519,51.9,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,2162715,,,,,,,0.416149068,41.6,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,2201516,,,,,,,0.543209877,54.3,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,2249688,,,,,,,0.48447205,48.4,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,2407563,,,,,,,0.419753086,42.0,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,2510121,,,,,,,0.481481481,48.1,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,2644233,,,,,,,0.592592593,59.3,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,2658957,,,,,,,0.543209877,54.3,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,2733555,,,,,,,0.401234568,40.1,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,3029999,,,,,,,0.419753086,42.0,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,3148317,,,,,,,0.487654321,48.8,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,3182523,,,,,,,0.469135802,46.9,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,3256854,,,,,,,0.469135802,46.9,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,3343252,,,,,,,0.555555556,55.6,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,3703312,,,,,,,0.555555556,55.6,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,4001526,,,,,,,0.450617284,45.1,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,1024831,,,,,,,0.475308642,47.5,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,73374,,,,,,,0.469135802,46.9,1997,,,,,,,,,,,,,,,,,,,,
0.56,56.2,288062,,,,,,,0.524691358,52.5,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.2,303562,,,,,,,0.401234568,40.1,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.3,2535359,,,,,,,0.654320988,65.4,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.3,26000,,,,,,,0.487654321,48.8,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.4,114671,,,,,,,0.567901235,56.8,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.4,930449,,,,,,,0.490797546,49.1,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.4,969439,,,,,,,0.552147239,55.2,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.4,2083524,,,,,,,0.475308642,47.5,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.4,4000,,,,,,,0.549382716,54.9,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.4,15100,,,,,,,0.475308642,47.5,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.4,863670,,,,,,,0.401234568,40.1,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.4,1510300,,,,,,,0.333333333,33.3,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.4,1674953,,,,,,,0.62962963,63.0,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.4,3248887,,,,,,,0.447204969,44.7,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.5,11173,,,,,,,0.512345679,51.2,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.5,157000,,,,,,,0.456790123,45.7,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.5,166500,,,,,,,0.432098765,43.2,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.5,243100,,,,,,,0.401234568,40.1,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.5,417000,,,,,,,0.703703704,70.4,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.5,468684,,,,,,,0.703703704,70.4,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.5,477500,,,,,,,0.543209877,54.3,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.5,762134,,,,,,,0.456790123,45.7,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.5,763344,,,,,,,0.462962963,46.3,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.5,1183205,,,,,,,0.423312883,42.3,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.5,1198654,,,,,,,0.604938272,60.5,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.5,1311663,,,,,,,0.472049689,47.2,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.5,1644460,,,,,,,0.54601227,54.6,1998,,,,,,,,,,,,,,,,,,,,
0.56,56.5,2121974,,,,,,,0.509202454,50.9,1998,,,,,,,,,,,,,,,,,,,,
0.57,56.5,1406627,,,,,,,0.388888889,38.9,1998,,,,,,,,,,,,,,,,,,,,
0.57,56.5,1728885,,,,,,,0.543209877,54.3,1998,,,,,,,,,,,,,,,,,,,,
0.57,56.6,354138,,,,,,,0.539877301,54.0,1998,,,,,,,,,,,,,,,,,,,,
0.57,56.6,700600,,,,,,,0.432098765,43.2,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.6,859700,,,,,,,0.617283951,61.7,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.6,2800,,,,,,,0.635802469,63.6,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.6,36000,,,,,,,0.481481481,48.1,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.6,1002125,,,,,,,0.580246914,58.0,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.6,28000,,,,,,,0.462962963,46.3,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.7,11081,,,,,,,0.413580247,41.4,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.7,6691,,,,,,,0.588957055,58.9,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.7,29000,,,,,,,0.598765432,59.9,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.7,729500,,,,,,,0.444444444,44.4,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,4000,,,,,,,0.428571429,42.9,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,851948,,,,,,,0.395061728,39.5,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,1108624,,,,,,,0.598765432,59.9,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,1247943,,,,,,,0.397515528,39.8,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,1025952,,,,,,,0.475308642,47.5,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,1196618,,,,,,,0.459627329,46.0,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,1425972,,,,,,,0.391304348,39.1,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,1572926,,,,,,,0.419753086,42.0,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,1694362,,,,,,,0.604938272,60.5,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,1786900,,,,,,,0.595092025,59.5,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,1857351,,,,,,,0.537037037,53.7,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,1911490,,,,,,,0.475308642,47.5,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,1984953,,,,,,,0.48447205,48.4,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,2080296,,,,,,,0.456790123,45.7,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,2111922,,,,,,,0.456790123,45.7,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,2255051,,,,,,,0.487654321,48.8,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,2255493,,,,,,,0.487654321,48.8,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,2343930,,,,,,,0.530864198,53.1,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,2352567,,,,,,,0.465838509,46.6,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,2386301,,,,,,,0.425925926,42.6,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,2475368,,,,,,,0.586419753,58.6,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,2655459,,,,,,,0.518518519,51.9,1999,,,,,,,,,,,,,,,,,,,,
0.57,56.8,2665080,,,,,,,0.50617284,50.6,2000,,,,,,,,,,,,,,,,,,,,
0.57,56.8,2735821,,,,,,,0.524691358,52.5,2000,,,,,,,,,,,,,,,,,,,,
0.57,56.8,3027121,,,,,,,0.586419753,58.6,2000,,,,,,,,,,,,,,,,,,,,
0.57,56.8,3037267,,,,,,,0.456790123,45.7,2000,,,,,,,,,,,,,,,,,,,,
0.57,56.8,3087872,,,,,,,0.524691358,52.5,2000,,,,,,,,,,,,,,,,,,,,
0.57,56.8,3131255,,,,,,,0.586419753,58.6,2000,,,,,,,,,,,,,,,,,,,,
0.57,56.8,3375677,,,,,,,0.401234568,40.1,2000,,,,,,,,,,,,,,,,,,,,
0.57,56.8,3422583,,,,,,,0.401234568,40.1,2000,,,,,,,,,,,,,,,,,,,,
0.57,56.8,3743527,,,,,,,0.521472393,52.1,2000,,,,,,,,,,,,,,,,,,,,
0.57,56.8,3764815,,,,,,,0.555555556,55.6,2000,,,,,,,,,,,,,,,,,,,,
0.57,56.9,43000,,,,,,,0.50617284,50.6,2000,,,,,,,,,,,,,,,,,,,,
0.57,56.9,88979,,,,,,,0.487654321,48.8,2000,,,,,,,,,,,,,,,,,,,,
0.57,56.9,527500,,,,,,,0.49068323,49.1,2000,,,,,,,,,,,,,,,,,,,,
0.57,56.9,2353125,,,,,,,0.444444444,44.4,2000,,,,,,,,,,,,,,,,,,,,
0.57,56.9,878482,,,,,,,0.475308642,47.5,2000,,,,,,,,,,,,,,,,,,,,
0.57,57.0,666513,,,,,,,0.530864198,53.1,2000,,,,,,,,,,,,,,,,,,,,
0.57,57.1,279279,,,,,,,0.447852761,44.8,2000,,,,,,,,,,,,,,,,,,,,
0.57,57.1,1238093,,,,,,,0.425925926,42.6,2000,,,,,,,,,,,,,,,,,,,,
0.57,57.1,1268325,,,,,,,0.413580247,41.4,2000,,,,,,,,,,,,,,,,,,,,
0.57,57.1,1136873,,,,,,,0.540372671,54.0,2000,,,,,,,,,,,,,,,,,,,,
0.57,57.1,2308092,,,,,,,0.580246914,58.0,2000,,,,,,,,,,,,,,,,,,,,
0.57,57.1,1000,,,,,,,0.580246914,58.0,2000,,,,,,,,,,,,,,,,,,,,
0.57,57.1,8134,,,,,,,0.565217391,56.5,2000,,,,,,,,,,,,,,,,,,,,
0.57,57.1,127000,,,,,,,0.401234568,40.1,2000,,,,,,,,,,,,,,,,,,,,
0.57,57.1,229000,,,,,,,0.425925926,42.6,2000,,,,,,,,,,,,,,,,,,,,
0.57,57.1,310500,,,,,,,0.469135802,46.9,2000,,,,,,,,,,,,,,,,,,,,
0.57,57.1,653236,,,,,,,0.561728395,56.2,2000,,,,,,,,,,,,,,,,,,,,
0.57,57.1,869645,,,,,,,0.598765432,59.9,2000,,,,,,,,,,,,,,,,,,,,
0.57,57.1,913422,,,,,,,0.586419753,58.6,2000,,,,,,,,,,,,,,,,,,,,
0.57,57.1,1270013,,,,,,,0.428571429,42.9,2000,,,,,,,,,,,,,,,,,,,,
0.57,57.1,1498859,,,,,,,0.438271605,43.8,2000,,,,,,,,,,,,,,,,,,,,
0.57,57.1,2532497,,,,,,,0.512345679,51.2,2000,,,,,,,,,,,,,,,,,,,,
0.57,57.2,105823,,,,,,,0.462962963,46.3,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.3,251700,,,,,,,0.567901235,56.8,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.3,2382579,,,,,,,0.543209877,54.3,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.3,1010247,,,,,,,0.388888889,38.9,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.3,402985,,,,,,,0.50931677,50.9,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,1560970,,,,,,,0.512345679,51.2,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,1897591,,,,,,,0.543209877,54.3,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,1142667,,,,,,,0.407407407,40.7,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,1169364,,,,,,,0.561728395,56.2,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,1501047,,,,,,,0.450617284,45.1,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,1581834,,,,,,,0.407407407,40.7,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,1976625,,,,,,,0.469135802,46.9,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,2014220,,,,,,,0.574074074,57.4,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,2102240,,,,,,,0.401234568,40.1,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,2491932,,,,,,,0.530864198,53.1,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,2650859,,,,,,,0.419753086,42.0,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,2794891,,,,,,,0.524691358,52.5,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,2807360,,,,,,,0.419753086,42.0,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,2906277,,,,,,,0.590062112,59.0,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,2955434,,,,,,,0.50617284,50.6,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,3083397,,,,,,,0.62962963,63.0,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,3109578,,,,,,,0.530864198,53.1,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,3267509,,,,,,,0.382716049,38.3,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,3346630,,,,,,,0.487654321,48.8,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,3460280,,,,,,,0.716049383,71.6,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,3488283,,,,,,,0.555555556,55.6,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,3539938,,,,,,,0.574074074,57.4,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,3600693,,,,,,,0.382716049,38.3,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,233948,,,,,,,0.450617284,45.1,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,423116,,,,,,,0.49382716,49.4,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,569950,,,,,,,0.49382716,49.4,2001,,,,,,,,,,,,,,,,,,,,
0.57,57.4,759035,,,,,,,0.611111111,61.1,2002,,,,,,,,,,,,,,,,,,,,
0.57,57.4,1175019,,,,,,,0.604938272,60.5,2002,,,,,,,,,,,,,,,,,,,,
0.57,57.5,24264,,,,,,,0.627329193,62.7,2002,,,,,,,,,,,,,,,,,,,,
0.58,57.5,886700,,,,,,,0.413580247,41.4,2002,,,,,,,,,,,,,,,,,,,,
0.58,57.7,20800,,,,,,,0.574074074,57.4,2002,,,,,,,,,,,,,,,,,,,,
0.58,57.7,1613685,,,,,,,0.5,50.0,2002,,,,,,,,,,,,,,,,,,,,
0.58,57.7,1641438,,,,,,,0.413580247,41.4,2002,,,,,,,,,,,,,,,,,,,,
0.58,57.7,850385,,,,,,,0.481481481,48.1,2002,,,,,,,,,,,,,,,,,,,,
0.58,57.7,37700,,,,,,,0.456790123,45.7,2002,,,,,,,,,,,,,,,,,,,,
0.58,57.8,1071614,,,,,,,0.450617284,45.1,2002,,,,,,,,,,,,,,,,,,,,
0.58,57.8,1657192,,,,,,,0.341614907,34.2,2002,,,,,,,,,,,,,,,,,,,,
0.58,57.8,345887,,,,,,,0.487654321,48.8,2002,,,,,,,,,,,,,,,,,,,,
0.58,57.8,563473,,,,,,,0.518518519,51.9,2002,,,,,,,,,,,,,,,,,,,,
0.58,57.8,665174,,,,,,,0.382716049,38.3,2002,,,,,,,,,,,,,,,,,,,,
0.58,57.8,1187815,,,,,,,0.567901235,56.8,2002,,,,,,,,,,,,,,,,,,,,
0.58,57.8,1499139,,,,,,,0.345679012,34.6,2002,,,,,,,,,,,,,,,,,,,,
0.58,57.8,1804865,,,,,,,0.583850932,58.4,2002,,,,,,,,,,,,,,,,,,,,
0.58,57.8,2263384,,,,,,,0.512345679,51.2,2002,,,,,,,,,,,,,,,,,,,,
0.58,57.8,2324592,,,,,,,0.639751553,64.0,2002,,,,,,,,,,,,,,,,,,,,
0.58,58.0,1206813,,,,,,,0.465838509,46.6,2002,,,,,,,,,,,,,,,,,,,,
0.58,58.0,55000,,,,,,,0.635802469,63.6,2002,,,,,,,,,,,,,,,,,,,,
0.58,58.0,87618,,,,,,,0.49689441,49.7,2002,,,,,,,,,,,,,,,,,,,,
0.58,58.0,784803,,,,,,,0.447204969,44.7,2002,,,,,,,,,,,,,,,,,,,,
0.58,58.0,1000045,,,,,,,0.407407407,40.7,2002,,,,,,,,,,,,,,,,,,,,
0.58,58.0,1179117,,,,,,,0.574074074,57.4,2002,,,,,,,,,,,,,,,,,,,,
0.58,58.0,1274962,,,,,,,0.586419753,58.6,2002,,,,,,,,,,,,,,,,,,,,
0.58,58.0,1591395,,,,,,,0.598765432,59.9,2002,,,,,,,,,,,,,,,,,,,,
0.58,58.0,2002359,,,,,,,0.341614907,34.2,2002,,,,,,,,,,,,,,,,,,,,
0.58,58.0,2105432,,,,,,,0.444444444,44.4,2002,,,,,,,,,,,,,,,,,,,,
0.58,58.0,2140217,,,,,,,0.481481481,48.1,2002,,,,,,,,,,,,,,,,,,,,
0.58,58.0,2256862,,,,,,,0.475308642,47.5,2003,,,,,,,,,,,,,,,,,,,,
0.58,58.0,2420171,,,,,,,0.518518519,51.9,2003,,,,,,,,,,,,,,,,,,,,
